"","unique_staying_id","subject_id","latitude","longitude","study_id","location_id","staying_time_start","staying_time_end","staying_day_of_week","staying_time_of_day","staying_count_surveyor","staying_conditions","staying_microclimate","staying_temperature","staying_row_total","staying_group_size","staying_race_ethnicity","staying_gender","staying_age","standing","leaning","sitting_formal_all","sitting_formal_public","sitting_formal_public_fixed_bench","sitting_formal_public_fixed_wall_with_seats","sitting_formal_public_movable_seat","sitting_formal_commercial","sitting_formal_private","sitting_informal","lying","staying_mobility_assist","commercial_all","commercial_selling","commercial_selling_informal","commercial_buying","commercial_observing","eating_drinking","talking_to_others","smoking","cultural","recreation_active","recreation_active_play","recreation_passive_reading_writing","recreation_passive","waiting_transportation","waiting_non_public_transportation","working_civic","disruptive","disruptive_aggressive","disruptive_intoxicated","living_public","using_electronics","soliciting","staying_covid_mask","staying_covid_social_distance","taking_care_child","feeding_child","chance_encounter","other","staying_notes","location_neighborhood","S_HOOD"
"844",844,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 05:09:00 PM","07/25/2018 05:29:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"2","A","Female","15-24",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"845",845,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 09:17:00 AM","07/27/2018 09:37:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",62,1,"2","W","Female","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"846",846,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 09:17:00 AM","07/27/2018 09:37:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",62,1,"2","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"847",847,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 09:17:00 AM","07/27/2018 09:37:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",62,1,"1","W","Male","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"848",848,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 01:23:00 PM","07/27/2018 01:43:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","W","Female","15-24",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"849",849,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 01:23:00 PM","07/27/2018 01:43:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"850",850,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 01:23:00 PM","07/27/2018 01:43:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"851",851,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 01:23:00 PM","07/27/2018 01:43:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","B","Male","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"852",852,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 05:14:00 PM","07/27/2018 05:34:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded",84,1,"1","W","Male","25-44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"853",853,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 05:14:00 PM","07/27/2018 05:34:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded",84,1,"1","B","Male","15-24",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"854",854,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 05:14:00 PM","07/27/2018 05:34:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded",84,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"855",855,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 05:14:00 PM","07/27/2018 05:34:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded",84,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"856",856,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/27/2018 05:14:00 PM","07/27/2018 05:34:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded",84,1,"1","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"857",857,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 09:12:00 AM","08/16/2018 09:32:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",60,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"858",858,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 09:12:00 AM","08/16/2018 09:32:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",60,1,"2","B","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"859",859,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 09:12:00 AM","08/16/2018 09:32:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",60,1,"2","W","Other_Unsure","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"860",860,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 09:12:00 AM","08/16/2018 09:32:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",60,1,"1","U","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"861",861,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"3","A","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"862",862,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"3","A","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"863",863,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"3","A","Female","15-24",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"864",864,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"1","W","Male","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"865",865,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"1","W","Male","45-64",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"866",866,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"1","A","Female","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"867",867,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"1","W","Male","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"868",868,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 01:10:00 PM","08/16/2018 01:30:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",63,1,"1","W","Female","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"869",869,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 05:25:00 PM","08/16/2018 05:45:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",73,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"870",870,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 05:25:00 PM","08/16/2018 05:45:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",73,1,"1","W","Male","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"871",871,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 05:25:00 PM","08/16/2018 05:45:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",73,1,"1","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"872",872,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 05:25:00 PM","08/16/2018 05:45:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",73,1,"2","B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"873",873,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 05:25:00 PM","08/16/2018 05:45:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",73,1,"2","A","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"874",874,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/16/2018 05:25:00 PM","08/16/2018 05:45:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",73,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"875",875,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/17/2018 09:14:00 AM","08/17/2018 09:34:00 AM","Weekday","Morning","UD4H","","Sun-Exposed",60,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"876",876,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/17/2018 01:07:00 PM","08/17/2018 01:27:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",60,1,"1","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"877",877,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/17/2018 01:07:00 PM","08/17/2018 01:27:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",60,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"878",878,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/17/2018 01:07:00 PM","08/17/2018 01:27:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",60,1,"1","A","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"879",879,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/17/2018 05:05:00 PM","08/17/2018 05:25:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"880",880,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 01:15:00 PM","08/25/2018 01:35:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",61,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"881",881,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 01:15:00 PM","08/25/2018 01:35:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",61,1,"1","A","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"882",882,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 01:15:00 PM","08/25/2018 01:35:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",61,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","University District","University District"
"883",883,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 01:15:00 PM","08/25/2018 01:35:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",61,1,"3","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"884",884,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 01:15:00 PM","08/25/2018 01:35:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",61,1,"3","W","Male","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"885",885,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 01:15:00 PM","08/25/2018 01:35:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",61,1,"3","W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"886",886,"",NA,NA,"2018_Seattle_Citywide","UNI4","08/25/2018 05:30:00 PM","08/25/2018 05:50:00 PM","Weekend","Evening","UD4H","","Heavy Clouds",61,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","University District","University District"
"887",887,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 09:00:00 AM","08/23/2018 09:20:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"3","W","Male","15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"888",888,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 09:00:00 AM","08/23/2018 09:20:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"3","W","Male","15-24",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"889",889,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 09:00:00 AM","08/23/2018 09:20:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"3","W","Male","25-44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"890",890,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 09:00:00 AM","08/23/2018 09:20:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"891",891,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 01:08:00 PM","08/23/2018 01:28:00 PM","Weekday","Midday","UD4H","","Sun-Shaded",62,1,"1","L","Male","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"892",892,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 01:08:00 PM","08/23/2018 01:28:00 PM","Weekday","Midday","UD4H","","Sun-Shaded",62,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"893",893,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 01:08:00 PM","08/23/2018 01:28:00 PM","Weekday","Midday","UD4H","","Sun-Shaded",62,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"894",894,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 05:02:00 PM","08/23/2018 05:22:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",70,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"895",895,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 05:02:00 PM","08/23/2018 05:22:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",70,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"896",896,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 05:02:00 PM","08/23/2018 05:22:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",70,1,"1","L","Male","45-64",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"897",897,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 05:02:00 PM","08/23/2018 05:22:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",70,1,"2","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"898",898,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/23/2018 05:02:00 PM","08/23/2018 05:22:00 PM","Weekday","Evening","UD4H","","Sun-Exposed",70,1,"2","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"899",899,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/24/2018 09:09:00 AM","08/24/2018 09:29:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",62,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
"900",900,"",NA,NA,"2018_Seattle_Citywide","GPR2","08/24/2018 01:15:00 PM","08/24/2018 01:35:00 PM","Weekday","Midday","UD4H","","Light Clouds",63,1,"2","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Greenwood - Phinney Ridge","Greenwood"
